event_id,user_id,event_time,session_id,page_views
1207,11207,2024-01-01 20:07:00,91207,19
1208,11208,2024-01-01 20:08:00,91208,4
1209,11209,2024-01-01 20:09:00,91209,2
1210,11210,2024-01-01 20:10:00,91210,17
1211,11211,2024-01-01 20:11:00,91211,1
1212,11212,2024-01-01 20:12:00,91212,10
1213,11213,2024-01-01 20:13:00,91213,4
1214,11214,2024-01-01 20:14:00,91214,16
1215,11215,2024-01-01 20:15:00,91215,11
1216,11216,2024-01-01 20:16:00,91216,14
1217,11217,2024-01-01 20:17:00,91217,20
1218,11218,2024-01-01 20:18:00,91218,9
1219,11219,2024-01-01 20:19:00,91219,7
1220,11220,2024-01-01 20:20:00,91220,2
1221,11221,2024-01-01 20:21:00,91221,16
1222,11222,2024-01-01 20:22:00,91222,6
1223,11223,2024-01-01 20:23:00,91223,4
1224,11224,2024-01-01 20:24:00,91224,17
1225,11225,2024-01-01 20:25:00,91225,17
1226,11226,2024-01-01 20:26:00,91226,15
1227,11227,2024-01-01 20:27:00,91227,15
1228,11228,2024-01-01 20:28:00,91228,3
1229,11229,2024-01-01 20:29:00,91229,14
1230,11230,2024-01-01 20:30:00,91230,19
1231,11231,2024-01-01 20:31:00,91231,19
1232,11232,2024-01-01 20:32:00,91232,4
1233,11233,2024-01-01 20:33:00,91233,13
1234,11234,2024-01-01 20:34:00,91234,11
1235,11235,2024-01-01 20:35:00,91235,17
1236,11236,2024-01-01 20:36:00,91236,15
1237,11237,2024-01-01 20:37:00,91237,6
1238,11238,2024-01-01 20:38:00,91238,8
1239,11239,2024-01-01 20:39:00,91239,14
1240,11240,2024-01-01 20:40:00,91240,8
1241,11241,2024-01-01 20:41:00,91241,10
1242,11242,2024-01-01 20:42:00,91242,3
1243,11243,2024-01-01 20:43:00,91243,4
1244,11244,2024-01-01 20:44:00,91244,2
1245,11245,2024-01-01 20:45:00,91245,9
1246,11246,2024-01-01 20:46:00,91246,18
1247,11247,2024-01-01 20:47:00,91247,11
1248,11248,2024-01-01 20:48:00,91248,15
1249,11249,2024-01-01 20:49:00,91249,18
1250,11250,2024-01-01 20:50:00,91250,14
1251,11251,2024-01-01 20:51:00,91251,15
1252,11252,2024-01-01 20:52:00,91252,4
1253,11253,2024-01-01 20:53:00,91253,5
1254,11254,2024-01-01 20:54:00,91254,13
1255,11255,2024-01-01 20:55:00,91255,11
1256,11256,2024-01-01 20:56:00,91256,16
1257,11257,2024-01-01 20:57:00,91257,6
1258,11258,2024-01-01 20:58:00,91258,18
1259,11259,2024-01-01 20:59:00,91259,3
1260,11260,2024-01-01 21:00:00,91260,18
1261,11261,2024-01-01 21:01:00,91261,5
1262,11262,2024-01-01 21:02:00,91262,19
1263,11263,2024-01-01 21:03:00,91263,4
1264,11264,2024-01-01 21:04:00,91264,6
1265,11265,2024-01-01 21:05:00,91265,16
1266,11266,2024-01-01 21:06:00,91266,18
1267,11267,2024-01-01 21:07:00,91267,20
1268,11268,2024-01-01 21:08:00,91268,18
1269,11269,2024-01-01 21:09:00,91269,17
1270,11270,2024-01-01 21:10:00,91270,12
1271,11271,2024-01-01 21:11:00,91271,6
1272,11272,2024-01-01 21:12:00,91272,9
1273,11273,2024-01-01 21:13:00,91273,19
1274,11274,2024-01-01 21:14:00,91274,19
1275,11275,2024-01-01 21:15:00,91275,3
1276,11276,2024-01-01 21:16:00,91276,20
1277,11277,2024-01-01 21:17:00,91277,13
1278,11278,2024-01-01 21:18:00,91278,1
1279,11279,2024-01-01 21:19:00,91279,17
1280,11280,2024-01-01 21:20:00,91280,10
1281,11281,2024-01-01 21:21:00,91281,4
1282,11282,2024-01-01 21:22:00,91282,12
1283,11283,2024-01-01 21:23:00,91283,18
1284,11284,2024-01-01 21:24:00,91284,11
1285,11285,2024-01-01 21:25:00,91285,12
1286,11286,2024-01-01 21:26:00,91286,7
1287,11287,2024-01-01 21:27:00,91287,15
1288,11288,2024-01-01 21:28:00,91288,8
1289,11289,2024-01-01 21:29:00,91289,2
1290,11290,2024-01-01 21:30:00,91290,9
1291,11291,2024-01-01 21:31:00,91291,7
1292,11292,2024-01-01 21:32:00,91292,15
1293,11293,2024-01-01 21:33:00,91293,14
1294,11294,2024-01-01 21:34:00,91294,7
1295,11295,2024-01-01 21:35:00,91295,4
1296,11296,2024-01-01 21:36:00,91296,17
1297,11297,2024-01-01 21:37:00,91297,11
1298,11298,2024-01-01 21:38:00,91298,12
1299,11299,2024-01-01 21:39:00,91299,19
1300,11300,2024-01-01 21:40:00,91300,13
1301,11301,2024-01-01 21:41:00,91301,16
1302,11302,2024-01-01 21:42:00,91302,1
1303,11303,2024-01-01 21:43:00,91303,16
1304,11304,2024-01-01 21:44:00,91304,4
1305,11305,2024-01-01 21:45:00,91305,14
1306,11306,2024-01-01 21:46:00,91306,20
1307,11307,2024-01-01 21:47:00,91307,9
1308,11308,2024-01-01 21:48:00,91308,9
1309,11309,2024-01-01 21:49:00,91309,18
1310,11310,2024-01-01 21:50:00,91310,4
1311,11311,2024-01-01 21:51:00,91311,9
1312,11312,2024-01-01 21:52:00,91312,10
1313,11313,2024-01-01 21:53:00,91313,1
1314,11314,2024-01-01 21:54:00,91314,1
1315,11315,2024-01-01 21:55:00,91315,2
1316,11316,2024-01-01 21:56:00,91316,9
1317,11317,2024-01-01 21:57:00,91317,2
1318,11318,2024-01-01 21:58:00,91318,15
1319,11319,2024-01-01 21:59:00,91319,12
1320,11320,2024-01-01 22:00:00,91320,14
1321,11321,2024-01-01 22:01:00,91321,2
1322,11322,2024-01-01 22:02:00,91322,5
1323,11323,2024-01-01 22:03:00,91323,8
1324,11324,2024-01-01 22:04:00,91324,4
1325,11325,2024-01-01 22:05:00,91325,2
1326,11326,2024-01-01 22:06:00,91326,14
1327,11327,2024-01-01 22:07:00,91327,10
1328,11328,2024-01-01 22:08:00,91328,2
1329,11329,2024-01-01 22:09:00,91329,15
1330,11330,2024-01-01 22:10:00,91330,20
1331,11331,2024-01-01 22:11:00,91331,16
1332,11332,2024-01-01 22:12:00,91332,6
1333,11333,2024-01-01 22:13:00,91333,19
1334,11334,2024-01-01 22:14:00,91334,14
1335,11335,2024-01-01 22:15:00,91335,17
1336,11336,2024-01-01 22:16:00,91336,6
1337,11337,2024-01-01 22:17:00,91337,6
1338,11338,2024-01-01 22:18:00,91338,18
1339,11339,2024-01-01 22:19:00,91339,17
1340,11340,2024-01-01 22:20:00,91340,11
1341,11341,2024-01-01 22:21:00,91341,10
1342,11342,2024-01-01 22:22:00,91342,5
1343,11343,2024-01-01 22:23:00,91343,15
1344,11344,2024-01-01 22:24:00,91344,7
1345,11345,2024-01-01 22:25:00,91345,9
1346,11346,2024-01-01 22:26:00,91346,9
1347,11347,2024-01-01 22:27:00,91347,19
1348,11348,2024-01-01 22:28:00,91348,16
1349,11349,2024-01-01 22:29:00,91349,19
1350,11350,2024-01-01 22:30:00,91350,20
1351,11351,2024-01-01 22:31:00,91351,5
1352,11352,2024-01-01 22:32:00,91352,12
1353,11353,2024-01-01 22:33:00,91353,4
1354,11354,2024-01-01 22:34:00,91354,20
1355,11355,2024-01-01 22:35:00,91355,16
1356,11356,2024-01-01 22:36:00,91356,7
1357,11357,2024-01-01 22:37:00,91357,14
1358,11358,2024-01-01 22:38:00,91358,14
1359,11359,2024-01-01 22:39:00,91359,11
1360,11360,2024-01-01 22:40:00,91360,9
1361,11361,2024-01-01 22:41:00,91361,15
1362,11362,2024-01-01 22:42:00,91362,12
1363,11363,2024-01-01 22:43:00,91363,17
1364,11364,2024-01-01 22:44:00,91364,15
1365,11365,2024-01-01 22:45:00,91365,18
1366,11366,2024-01-01 22:46:00,91366,8
1367,11367,2024-01-01 22:47:00,91367,16
1368,11368,2024-01-01 22:48:00,91368,3
1369,11369,2024-01-01 22:49:00,91369,2
1370,11370,2024-01-01 22:50:00,91370,11
1371,11371,2024-01-01 22:51:00,91371,7
1372,11372,2024-01-01 22:52:00,91372,19
1373,11373,2024-01-01 22:53:00,91373,5
1374,11374,2024-01-01 22:54:00,91374,12
1375,11375,2024-01-01 22:55:00,91375,19
1376,11376,2024-01-01 22:56:00,91376,2
1377,11377,2024-01-01 22:57:00,91377,14
1378,11378,2024-01-01 22:58:00,91378,16
1379,11379,2024-01-01 22:59:00,91379,15
1380,11380,2024-01-01 23:00:00,91380,4
1381,11381,2024-01-01 23:01:00,91381,18
1382,11382,2024-01-01 23:02:00,91382,11
1383,11383,2024-01-01 23:03:00,91383,7
1384,11384,2024-01-01 23:04:00,91384,13
1385,11385,2024-01-01 23:05:00,91385,1
1386,11386,2024-01-01 23:06:00,91386,4
1387,11387,2024-01-01 23:07:00,91387,16
1388,11388,2024-01-01 23:08:00,91388,10
1389,11389,2024-01-01 23:09:00,91389,8
1390,11390,2024-01-01 23:10:00,91390,1
1391,11391,2024-01-01 23:11:00,91391,9
1392,11392,2024-01-01 23:12:00,91392,2
1393,11393,2024-01-01 23:13:00,91393,6
1394,11394,2024-01-01 23:14:00,91394,12
1395,11395,2024-01-01 23:15:00,91395,13
1396,11396,2024-01-01 23:16:00,91396,2
1397,11397,2024-01-01 23:17:00,91397,2
1398,11398,2024-01-01 23:18:00,91398,10
1399,11399,2024-01-01 23:19:00,91399,4
1400,11400,2024-01-01 23:20:00,91400,7
1401,11401,2024-01-01 23:21:00,91401,4
1402,11402,2024-01-01 23:22:00,91402,14
1403,11403,2024-01-01 23:23:00,91403,13
1404,11404,2024-01-01 23:24:00,91404,16
1405,11405,2024-01-01 23:25:00,91405,15
1406,11406,2024-01-01 23:26:00,91406,12
1407,11407,2024-01-01 23:27:00,91407,5
1408,11408,2024-01-01 23:28:00,91408,16
1409,11409,2024-01-01 23:29:00,91409,1
1410,11410,2024-01-01 23:30:00,91410,15
1411,11411,2024-01-01 23:31:00,91411,4
1412,11412,2024-01-01 23:32:00,91412,5
1413,11413,2024-01-01 23:33:00,91413,15
1414,11414,2024-01-01 23:34:00,91414,19
1415,11415,2024-01-01 23:35:00,91415,15
1416,11416,2024-01-01 23:36:00,91416,4
1417,11417,2024-01-01 23:37:00,91417,15
1418,11418,2024-01-01 23:38:00,91418,14
1419,11419,2024-01-01 23:39:00,91419,7
1420,11420,2024-01-01 23:40:00,91420,11
1421,11421,2024-01-01 23:41:00,91421,1
1422,11422,2024-01-01 23:42:00,91422,14
1423,11423,2024-01-01 23:43:00,91423,10
1424,11424,2024-01-01 23:44:00,91424,6
1425,11425,2024-01-01 23:45:00,91425,15
1426,11426,2024-01-01 23:46:00,91426,6
1427,11427,2024-01-01 23:47:00,91427,19
1428,11428,2024-01-01 23:48:00,91428,20
1429,11429,2024-01-01 23:49:00,91429,1
1430,11430,2024-01-01 23:50:00,91430,10
1431,11431,2024-01-01 23:51:00,91431,7
1432,11432,2024-01-01 23:52:00,91432,17
1433,11433,2024-01-01 23:53:00,91433,18
1434,11434,2024-01-01 23:54:00,91434,4
1435,11435,2024-01-01 23:55:00,91435,16
1436,11436,2024-01-01 23:56:00,91436,14
1437,11437,2024-01-01 23:57:00,91437,15
1438,11438,2024-01-01 23:58:00,91438,13
1439,11439,2024-01-01 23:59:00,91439,5
1440,11440,2024-01-02 00:00:00,91440,6
1441,11441,2024-01-02 00:01:00,91441,15
1442,11442,2024-01-02 00:02:00,91442,2
1443,11443,2024-01-02 00:03:00,91443,5
1444,11444,2024-01-02 00:04:00,91444,12
1445,11445,2024-01-02 00:05:00,91445,10
1446,11446,2024-01-02 00:06:00,91446,8
1447,11447,2024-01-02 00:07:00,91447,3
1448,11448,2024-01-02 00:08:00,91448,13
1449,11449,2024-01-02 00:09:00,91449,8
1450,11450,2024-01-02 00:10:00,91450,19
1451,11451,2024-01-02 00:11:00,91451,3
1452,11452,2024-01-02 00:12:00,91452,11
1453,11453,2024-01-02 00:13:00,91453,17
1454,11454,2024-01-02 00:14:00,91454,10
1455,11455,2024-01-02 00:15:00,91455,14
1456,11456,2024-01-02 00:16:00,91456,9
1457,11457,2024-01-02 00:17:00,91457,16
1458,11458,2024-01-02 00:18:00,91458,5
1459,11459,2024-01-02 00:19:00,91459,11
1460,11460,2024-01-02 00:20:00,91460,14
1461,11461,2024-01-02 00:21:00,91461,2
1462,11462,2024-01-02 00:22:00,91462,10
1463,11463,2024-01-02 00:23:00,91463,13
1464,11464,2024-01-02 00:24:00,91464,15
1465,11465,2024-01-02 00:25:00,91465,17
1466,11466,2024-01-02 00:26:00,91466,6
1467,11467,2024-01-02 00:27:00,91467,2
1468,11468,2024-01-02 00:28:00,91468,7
1469,11469,2024-01-02 00:29:00,91469,14
1470,11470,2024-01-02 00:30:00,91470,20
1471,11471,2024-01-02 00:31:00,91471,1
1472,11472,2024-01-02 00:32:00,91472,13
1473,11473,2024-01-02 00:33:00,91473,4
1474,11474,2024-01-02 00:34:00,91474,11
1475,11475,2024-01-02 00:35:00,91475,12
1476,11476,2024-01-02 00:36:00,91476,2
1477,11477,2024-01-02 00:37:00,91477,6
1478,11478,2024-01-02 00:38:00,91478,13
1479,11479,2024-01-02 00:39:00,91479,3
1480,11480,2024-01-02 00:40:00,91480,8
1481,11481,2024-01-02 00:41:00,91481,9
1482,11482,2024-01-02 00:42:00,91482,1
1483,11483,2024-01-02 00:43:00,91483,20
1484,11484,2024-01-02 00:44:00,91484,16
1485,11485,2024-01-02 00:45:00,91485,8
1486,11486,2024-01-02 00:46:00,91486,3
1487,11487,2024-01-02 00:47:00,91487,5
1488,11488,2024-01-02 00:48:00,91488,5
1489,11489,2024-01-02 00:49:00,91489,2
1490,11490,2024-01-02 00:50:00,91490,14
1491,11491,2024-01-02 00:51:00,91491,13
1492,11492,2024-01-02 00:52:00,91492,15
1493,11493,2024-01-02 00:53:00,91493,14
1494,11494,2024-01-02 00:54:00,91494,13
1495,11495,2024-01-02 00:55:00,91495,11
1496,11496,2024-01-02 00:56:00,91496,10
1497,11497,2024-01-02 00:57:00,91497,1
1498,11498,2024-01-02 00:58:00,91498,11
1499,11499,2024-01-02 00:59:00,91499,8
1500,11500,2024-01-02 01:00:00,91500,6
1501,11501,2024-01-02 01:01:00,91501,9
1502,11502,2024-01-02 01:02:00,91502,6
1503,11503,2024-01-02 01:03:00,91503,4
1504,11504,2024-01-02 01:04:00,91504,14
1505,11505,2024-01-02 01:05:00,91505,19
1506,11506,2024-01-02 01:06:00,91506,9
1507,11507,2024-01-02 01:07:00,91507,8
1508,11508,2024-01-02 01:08:00,91508,11
1509,11509,2024-01-02 01:09:00,91509,8
1510,11510,2024-01-02 01:10:00,91510,6
1511,11511,2024-01-02 01:11:00,91511,17
1512,11512,2024-01-02 01:12:00,91512,14
1513,11513,2024-01-02 01:13:00,91513,3
1514,11514,2024-01-02 01:14:00,91514,15
1515,11515,2024-01-02 01:15:00,91515,18
1516,11516,2024-01-02 01:16:00,91516,1
1517,11517,2024-01-02 01:17:00,91517,12
1518,11518,2024-01-02 01:18:00,91518,18
1519,11519,2024-01-02 01:19:00,91519,3
1520,11520,2024-01-02 01:20:00,91520,8
1521,11521,2024-01-02 01:21:00,91521,17
1522,11522,2024-01-02 01:22:00,91522,2
1523,11523,2024-01-02 01:23:00,91523,11
1524,11524,2024-01-02 01:24:00,91524,15
1525,11525,2024-01-02 01:25:00,91525,8
1526,11526,2024-01-02 01:26:00,91526,6
1527,11527,2024-01-02 01:27:00,91527,4
1528,11528,2024-01-02 01:28:00,91528,8
1529,11529,2024-01-02 01:29:00,91529,13
1530,11530,2024-01-02 01:30:00,91530,15
1531,11531,2024-01-02 01:31:00,91531,18
1532,11532,2024-01-02 01:32:00,91532,18
1533,11533,2024-01-02 01:33:00,91533,13
1534,11534,2024-01-02 01:34:00,91534,10
1535,11535,2024-01-02 01:35:00,91535,12
1536,11536,2024-01-02 01:36:00,91536,11
1537,11537,2024-01-02 01:37:00,91537,12
1538,11538,2024-01-02 01:38:00,91538,5
1539,11539,2024-01-02 01:39:00,91539,14
1540,11540,2024-01-02 01:40:00,91540,4
1541,11541,2024-01-02 01:41:00,91541,11
1542,11542,2024-01-02 01:42:00,91542,4
1543,11543,2024-01-02 01:43:00,91543,1
1544,11544,2024-01-02 01:44:00,91544,15
1545,11545,2024-01-02 01:45:00,91545,1
1546,11546,2024-01-02 01:46:00,91546,12
1547,11547,2024-01-02 01:47:00,91547,12
1548,11548,2024-01-02 01:48:00,91548,16
1549,11549,2024-01-02 01:49:00,91549,1
1550,11550,2024-01-02 01:50:00,91550,12
1551,11551,2024-01-02 01:51:00,91551,6
1552,11552,2024-01-02 01:52:00,91552,20
1553,11553,2024-01-02 01:53:00,91553,12
1554,11554,2024-01-02 01:54:00,91554,2
1555,11555,2024-01-02 01:55:00,91555,18
1556,11556,2024-01-02 01:56:00,91556,13
1557,11557,2024-01-02 01:57:00,91557,18
1558,11558,2024-01-02 01:58:00,91558,16
1559,11559,2024-01-02 01:59:00,91559,9
1560,11560,2024-01-02 02:00:00,91560,10
1561,11561,2024-01-02 02:01:00,91561,3
1562,11562,2024-01-02 02:02:00,91562,5
1563,11563,2024-01-02 02:03:00,91563,7
1564,11564,2024-01-02 02:04:00,91564,11
1565,11565,2024-01-02 02:05:00,91565,19
1566,11566,2024-01-02 02:06:00,91566,19
1567,11567,2024-01-02 02:07:00,91567,18
1568,11568,2024-01-02 02:08:00,91568,19
1569,11569,2024-01-02 02:09:00,91569,14
1570,11570,2024-01-02 02:10:00,91570,6
1571,11571,2024-01-02 02:11:00,91571,11
1572,11572,2024-01-02 02:12:00,91572,18
1573,11573,2024-01-02 02:13:00,91573,13
1574,11574,2024-01-02 02:14:00,91574,20
1575,11575,2024-01-02 02:15:00,91575,5
1576,11576,2024-01-02 02:16:00,91576,13
1577,11577,2024-01-02 02:17:00,91577,8
1578,11578,2024-01-02 02:18:00,91578,11
1579,11579,2024-01-02 02:19:00,91579,14
1580,11580,2024-01-02 02:20:00,91580,1
1581,11581,2024-01-02 02:21:00,91581,2
1582,11582,2024-01-02 02:22:00,91582,13
1583,11583,2024-01-02 02:23:00,91583,6
1584,11584,2024-01-02 02:24:00,91584,11
1585,11585,2024-01-02 02:25:00,91585,12
1586,11586,2024-01-02 02:26:00,91586,3
1587,11587,2024-01-02 02:27:00,91587,12
1588,11588,2024-01-02 02:28:00,91588,3
1589,11589,2024-01-02 02:29:00,91589,16
1590,11590,2024-01-02 02:30:00,91590,19
1591,11591,2024-01-02 02:31:00,91591,15
1592,11592,2024-01-02 02:32:00,91592,12
1593,11593,2024-01-02 02:33:00,91593,3
1594,11594,2024-01-02 02:34:00,91594,19
1595,11595,2024-01-02 02:35:00,91595,7
1596,11596,2024-01-02 02:36:00,91596,16
1597,11597,2024-01-02 02:37:00,91597,17
1598,11598,2024-01-02 02:38:00,91598,9
1599,11599,2024-01-02 02:39:00,91599,19
1600,11600,2024-01-02 02:40:00,91600,11
1601,11601,2024-01-02 02:41:00,91601,7
1602,11602,2024-01-02 02:42:00,91602,3
1603,11603,2024-01-02 02:43:00,91603,6
1604,11604,2024-01-02 02:44:00,91604,15
1605,11605,2024-01-02 02:45:00,91605,7
1606,11606,2024-01-02 02:46:00,91606,9
1607,11607,2024-01-02 02:47:00,91607,9
1608,11608,2024-01-02 02:48:00,91608,11
1609,11609,2024-01-02 02:49:00,91609,17
1610,11610,2024-01-02 02:50:00,91610,1
1611,11611,2024-01-02 02:51:00,91611,3
1612,11612,2024-01-02 02:52:00,91612,20
1613,11613,2024-01-02 02:53:00,91613,16
1614,11614,2024-01-02 02:54:00,91614,14
1615,11615,2024-01-02 02:55:00,91615,6
1616,11616,2024-01-02 02:56:00,91616,4
1617,11617,2024-01-02 02:57:00,91617,7
1618,11618,2024-01-02 02:58:00,91618,9
1619,11619,2024-01-02 02:59:00,91619,14
1620,11620,2024-01-02 03:00:00,91620,3
1621,11621,2024-01-02 03:01:00,91621,13
1622,11622,2024-01-02 03:02:00,91622,9
1623,11623,2024-01-02 03:03:00,91623,13
1624,11624,2024-01-02 03:04:00,91624,3
1625,11625,2024-01-02 03:05:00,91625,11
1626,11626,2024-01-02 03:06:00,91626,5
1627,11627,2024-01-02 03:07:00,91627,14
1628,11628,2024-01-02 03:08:00,91628,11
1629,11629,2024-01-02 03:09:00,91629,8
1630,11630,2024-01-02 03:10:00,91630,5
1631,11631,2024-01-02 03:11:00,91631,5
1632,11632,2024-01-02 03:12:00,91632,5
1633,11633,2024-01-02 03:13:00,91633,9
1634,11634,2024-01-02 03:14:00,91634,15
1635,11635,2024-01-02 03:15:00,91635,2
1636,11636,2024-01-02 03:16:00,91636,17
1637,11637,2024-01-02 03:17:00,91637,4
1638,11638,2024-01-02 03:18:00,91638,1
1639,11639,2024-01-02 03:19:00,91639,4
1640,11640,2024-01-02 03:20:00,91640,9
1641,11641,2024-01-02 03:21:00,91641,17
1642,11642,2024-01-02 03:22:00,91642,4
1643,11643,2024-01-02 03:23:00,91643,6
1644,11644,2024-01-02 03:24:00,91644,19
1645,11645,2024-01-02 03:25:00,91645,15
1646,11646,2024-01-02 03:26:00,91646,3
1647,11647,2024-01-02 03:27:00,91647,20
1648,11648,2024-01-02 03:28:00,91648,18
1649,11649,2024-01-02 03:29:00,91649,18
1650,11650,2024-01-02 03:30:00,91650,9
1651,11651,2024-01-02 03:31:00,91651,2
1652,11652,2024-01-02 03:32:00,91652,18
1653,11653,2024-01-02 03:33:00,91653,20
1654,11654,2024-01-02 03:34:00,91654,9
1655,11655,2024-01-02 03:35:00,91655,8
1656,11656,2024-01-02 03:36:00,91656,15
1657,11657,2024-01-02 03:37:00,91657,10
1658,11658,2024-01-02 03:38:00,91658,18
1659,11659,2024-01-02 03:39:00,91659,4
1660,11660,2024-01-02 03:40:00,91660,5
1661,11661,2024-01-02 03:41:00,91661,13
1662,11662,2024-01-02 03:42:00,91662,17
1663,11663,2024-01-02 03:43:00,91663,4
1664,11664,2024-01-02 03:44:00,91664,16
1665,11665,2024-01-02 03:45:00,91665,20
1666,11666,2024-01-02 03:46:00,91666,8
1667,11667,2024-01-02 03:47:00,91667,1
1668,11668,2024-01-02 03:48:00,91668,1
1669,11669,2024-01-02 03:49:00,91669,17
1670,11670,2024-01-02 03:50:00,91670,1
1671,11671,2024-01-02 03:51:00,91671,11
1672,11672,2024-01-02 03:52:00,91672,17
1673,11673,2024-01-02 03:53:00,91673,18
1674,11674,2024-01-02 03:54:00,91674,19
1675,11675,2024-01-02 03:55:00,91675,20
1676,11676,2024-01-02 03:56:00,91676,1
1677,11677,2024-01-02 03:57:00,91677,11
1678,11678,2024-01-02 03:58:00,91678,17
1679,11679,2024-01-02 03:59:00,91679,2
1680,11680,2024-01-02 04:00:00,91680,18
1681,11681,2024-01-02 04:01:00,91681,4
1682,11682,2024-01-02 04:02:00,91682,9
1683,11683,2024-01-02 04:03:00,91683,1
1684,11684,2024-01-02 04:04:00,91684,7
1685,11685,2024-01-02 04:05:00,91685,7
1686,11686,2024-01-02 04:06:00,91686,10
1687,11687,2024-01-02 04:07:00,91687,1
1688,11688,2024-01-02 04:08:00,91688,11
1689,11689,2024-01-02 04:09:00,91689,2
1690,11690,2024-01-02 04:10:00,91690,18
1691,11691,2024-01-02 04:11:00,91691,4
1692,11692,2024-01-02 04:12:00,91692,2
1693,11693,2024-01-02 04:13:00,91693,11
1694,11694,2024-01-02 04:14:00,91694,13
1695,11695,2024-01-02 04:15:00,91695,8
1696,11696,2024-01-02 04:16:00,91696,11
1697,11697,2024-01-02 04:17:00,91697,17
1698,11698,2024-01-02 04:18:00,91698,14
1699,11699,2024-01-02 04:19:00,91699,19
1700,11700,2024-01-02 04:20:00,91700,19
1701,11701,2024-01-02 04:21:00,91701,2
1702,11702,2024-01-02 04:22:00,91702,6
1703,11703,2024-01-02 04:23:00,91703,4
1704,11704,2024-01-02 04:24:00,91704,8
1705,11705,2024-01-02 04:25:00,91705,3
1706,11706,2024-01-02 04:26:00,91706,4
1707,11707,2024-01-02 04:27:00,91707,14
1708,11708,2024-01-02 04:28:00,91708,14
1709,11709,2024-01-02 04:29:00,91709,19
1710,11710,2024-01-02 04:30:00,91710,10
1711,11711,2024-01-02 04:31:00,91711,14
1712,11712,2024-01-02 04:32:00,91712,1
1713,11713,2024-01-02 04:33:00,91713,5
1714,11714,2024-01-02 04:34:00,91714,3
1715,11715,2024-01-02 04:35:00,91715,6
1716,11716,2024-01-02 04:36:00,91716,10
1717,11717,2024-01-02 04:37:00,91717,14
1718,11718,2024-01-02 04:38:00,91718,15
1719,11719,2024-01-02 04:39:00,91719,14
1720,11720,2024-01-02 04:40:00,91720,9
1721,11721,2024-01-02 04:41:00,91721,5
1722,11722,2024-01-02 04:42:00,91722,17
1723,11723,2024-01-02 04:43:00,91723,4
1724,11724,2024-01-02 04:44:00,91724,5
1725,11725,2024-01-02 04:45:00,91725,12
1726,11726,2024-01-02 04:46:00,91726,19
1727,11727,2024-01-02 04:47:00,91727,17
1728,11728,2024-01-02 04:48:00,91728,7
1729,11729,2024-01-02 04:49:00,91729,13
1730,11730,2024-01-02 04:50:00,91730,6
1731,11731,2024-01-02 04:51:00,91731,2
1732,11732,2024-01-02 04:52:00,91732,15
1733,11733,2024-01-02 04:53:00,91733,9
1734,11734,2024-01-02 04:54:00,91734,20
1735,11735,2024-01-02 04:55:00,91735,17
1736,11736,2024-01-02 04:56:00,91736,18
1737,11737,2024-01-02 04:57:00,91737,9
1738,11738,2024-01-02 04:58:00,91738,19
1739,11739,2024-01-02 04:59:00,91739,11
1740,11740,2024-01-02 05:00:00,91740,20
1741,11741,2024-01-02 05:01:00,91741,3
1742,11742,2024-01-02 05:02:00,91742,6
1743,11743,2024-01-02 05:03:00,91743,13
1744,11744,2024-01-02 05:04:00,91744,1
1745,11745,2024-01-02 05:05:00,91745,19
1746,11746,2024-01-02 05:06:00,91746,5
1747,11747,2024-01-02 05:07:00,91747,1
1748,11748,2024-01-02 05:08:00,91748,8
1749,11749,2024-01-02 05:09:00,91749,8
1750,11750,2024-01-02 05:10:00,91750,3
1751,11751,2024-01-02 05:11:00,91751,9
1752,11752,2024-01-02 05:12:00,91752,14
1753,11753,2024-01-02 05:13:00,91753,12
1754,11754,2024-01-02 05:14:00,91754,14
1755,11755,2024-01-02 05:15:00,91755,12
1756,11756,2024-01-02 05:16:00,91756,16
1757,11757,2024-01-02 05:17:00,91757,4
1758,11758,2024-01-02 05:18:00,91758,14
1759,11759,2024-01-02 05:19:00,91759,13
1760,11760,2024-01-02 05:20:00,91760,12
1761,11761,2024-01-02 05:21:00,91761,16
1762,11762,2024-01-02 05:22:00,91762,17
1763,11763,2024-01-02 05:23:00,91763,4
1764,11764,2024-01-02 05:24:00,91764,7
1765,11765,2024-01-02 05:25:00,91765,1
1766,11766,2024-01-02 05:26:00,91766,10
1767,11767,2024-01-02 05:27:00,91767,19
1768,11768,2024-01-02 05:28:00,91768,20
1769,11769,2024-01-02 05:29:00,91769,12
1770,11770,2024-01-02 05:30:00,91770,2
1771,11771,2024-01-02 05:31:00,91771,10
1772,11772,2024-01-02 05:32:00,91772,8
1773,11773,2024-01-02 05:33:00,91773,17
1774,11774,2024-01-02 05:34:00,91774,19
1775,11775,2024-01-02 05:35:00,91775,13
1776,11776,2024-01-02 05:36:00,91776,10
1777,11777,2024-01-02 05:37:00,91777,4
1778,11778,2024-01-02 05:38:00,91778,13
1779,11779,2024-01-02 05:39:00,91779,9
1780,11780,2024-01-02 05:40:00,91780,12
1781,11781,2024-01-02 05:41:00,91781,2
1782,11782,2024-01-02 05:42:00,91782,17
1783,11783,2024-01-02 05:43:00,91783,13
1784,11784,2024-01-02 05:44:00,91784,5
1785,11785,2024-01-02 05:45:00,91785,19
1786,11786,2024-01-02 05:46:00,91786,11
1787,11787,2024-01-02 05:47:00,91787,7
1788,11788,2024-01-02 05:48:00,91788,5
