sale_id,region,category,payment_method,amount
819,West,Electronics,debit_card,471.8
820,South,Sports,credit_card,36.24
821,East,Clothing,credit_card,210.55
822,East,Grocery,debit_card,126.4
823,North,Sports,cash,279.33
824,West,Clothing,credit_card,186.81
825,West,Electronics,debit_card,413.71
826,West,Clothing,credit_card,22.61
827,South,Grocery,credit_card,242.05
828,North,Grocery,debit_card,240.76
829,East,Electronics,cash,276.62
830,South,Grocery,debit_card,191.01
831,West,Electronics,debit_card,225.47
832,East,Clothing,debit_card,286.48
833,South,Electronics,credit_card,337.39
834,West,Clothing,cash,39.88
835,West,Sports,cash,346.66
836,West,Clothing,debit_card,156.44
837,West,Electronics,cash,289.9
838,South,Electronics,debit_card,94.71
839,South,Clothing,credit_card,71.83
840,West,Electronics,cash,223.34
841,South,Grocery,debit_card,456.29
842,North,Electronics,debit_card,282.62
843,East,Grocery,cash,234.5
844,North,Sports,credit_card,213.08
845,South,Electronics,credit_card,285.72
846,North,Grocery,cash,441.27
847,West,Grocery,debit_card,330.85
848,West,Electronics,credit_card,144.95
849,South,Sports,credit_card,203.94
850,East,Clothing,credit_card,375.42
851,East,Grocery,credit_card,175.55
852,East,Grocery,debit_card,422.99
853,North,Clothing,credit_card,157.24
854,West,Grocery,debit_card,367.11
855,North,Clothing,debit_card,113.58
856,West,Sports,cash,434.92
857,North,Clothing,credit_card,162.45
858,West,Clothing,cash,440.87
859,North,Clothing,credit_card,438.84
860,South,Electronics,credit_card,26.2
861,North,Grocery,cash,107.56
862,East,Sports,cash,204.5
863,North,Electronics,credit_card,192.51
864,West,Clothing,debit_card,297.57
865,East,Grocery,credit_card,420.45
866,East,Electronics,debit_card,23.45
867,North,Clothing,cash,392.12
868,South,Clothing,cash,120.3
869,South,Grocery,cash,210.66
870,North,Electronics,debit_card,456.64
871,South,Electronics,credit_card,133.67
872,East,Grocery,debit_card,448.79
873,East,Sports,debit_card,116.92
874,East,Sports,cash,60.13
875,East,Grocery,debit_card,345.36
876,West,Electronics,debit_card,494.3
877,East,Grocery,debit_card,331.5
878,East,Clothing,credit_card,263.47
879,South,Electronics,cash,208.01
880,East,Clothing,cash,22.47
881,West,Grocery,debit_card,454.39
882,West,Sports,cash,27.31
883,South,Grocery,cash,359.55
884,West,Grocery,cash,157.1
885,South,Clothing,debit_card,57.83
886,South,Grocery,cash,406.09
887,South,Grocery,cash,53.76
888,East,Clothing,cash,437.0
889,West,Grocery,debit_card,137.67
890,East,Sports,credit_card,240.56
891,North,Sports,credit_card,255.23
892,West,Grocery,debit_card,36.49
893,South,Clothing,credit_card,177.91
894,West,Clothing,debit_card,432.57
895,South,Electronics,debit_card,172.99
896,South,Grocery,cash,38.43
897,West,Grocery,credit_card,382.98
898,South,Clothing,debit_card,394.75
899,North,Clothing,cash,222.52
900,West,Sports,debit_card,483.01
901,West,Electronics,credit_card,271.55
902,East,Electronics,debit_card,380.86
903,South,Electronics,cash,12.02
904,South,Clothing,cash,439.72
905,East,Clothing,credit_card,197.94
906,East,Clothing,credit_card,413.68
907,East,Grocery,debit_card,366.64
908,East,Sports,cash,497.78
909,East,Sports,debit_card,377.56
910,South,Sports,credit_card,121.92
911,South,Clothing,cash,20.74
912,South,Electronics,debit_card,358.44
913,North,Sports,cash,135.34
914,North,Electronics,cash,62.98
915,North,Electronics,cash,66.74
916,West,Sports,credit_card,278.17
917,West,Clothing,credit_card,350.64
918,North,Grocery,debit_card,334.22
919,East,Clothing,debit_card,417.02
920,North,Electronics,debit_card,65.87
921,North,Sports,credit_card,308.41
922,East,Clothing,debit_card,354.68
923,East,Clothing,credit_card,278.59
924,South,Sports,debit_card,124.91
925,North,Electronics,credit_card,419.26
926,West,Clothing,credit_card,391.97
927,North,Electronics,debit_card,325.73
928,West,Grocery,debit_card,237.5
929,North,Clothing,credit_card,427.6
930,East,Grocery,debit_card,371.88
931,North,Electronics,credit_card,427.48
932,South,Grocery,debit_card,448.32
933,East,Electronics,debit_card,409.33
934,South,Electronics,debit_card,206.12
935,West,Grocery,debit_card,348.05
936,West,Sports,cash,444.2
937,South,Electronics,credit_card,351.12
938,North,Clothing,credit_card,213.85
939,West,Sports,credit_card,309.55
940,East,Electronics,cash,441.18
941,South,Sports,debit_card,65.34
942,West,Sports,credit_card,41.03
943,East,Electronics,cash,435.48
944,South,Grocery,cash,266.32
945,North,Sports,cash,366.06
946,West,Grocery,cash,341.38
947,West,Clothing,cash,447.11
948,North,Electronics,cash,467.84
949,West,Sports,credit_card,46.68
950,West,Grocery,credit_card,172.14
951,East,Electronics,cash,119.13
952,West,Sports,credit_card,48.63
953,West,Sports,credit_card,429.73
954,West,Grocery,credit_card,490.53
955,North,Electronics,debit_card,212.05
956,North,Electronics,cash,481.95
957,East,Clothing,cash,339.02
958,East,Grocery,credit_card,410.13
959,West,Grocery,cash,386.03
960,West,Grocery,cash,231.74
961,North,Clothing,credit_card,177.26
962,East,Grocery,cash,62.1
963,South,Sports,credit_card,412.7
964,West,Electronics,debit_card,309.32
965,South,Electronics,debit_card,115.64
966,South,Grocery,credit_card,381.0
967,North,Electronics,debit_card,234.12
968,South,Sports,credit_card,269.88
969,North,Sports,cash,246.64
970,South,Clothing,cash,409.47
971,North,Sports,cash,304.27
972,East,Sports,debit_card,489.96
973,South,Grocery,debit_card,482.16
974,East,Sports,credit_card,77.71
975,East,Grocery,cash,371.04
976,South,Clothing,credit_card,315.84
977,East,Grocery,cash,75.01
978,South,Grocery,cash,66.55
979,East,Sports,cash,289.61
980,West,Grocery,debit_card,406.07
981,North,Electronics,debit_card,81.21
982,North,Clothing,debit_card,377.59
983,South,Grocery,cash,132.77
984,North,Grocery,credit_card,379.26
985,North,Grocery,debit_card,60.22
986,South,Sports,credit_card,260.35
987,East,Electronics,debit_card,199.9
988,East,Electronics,credit_card,374.4
989,South,Sports,credit_card,456.63
990,East,Clothing,cash,482.5
991,East,Sports,credit_card,491.89
992,North,Clothing,credit_card,370.19
993,North,Sports,credit_card,219.97
994,East,Clothing,credit_card,296.15
995,East,Electronics,debit_card,238.5
996,South,Electronics,credit_card,465.03
997,North,Grocery,debit_card,397.06
998,East,Electronics,cash,165.75
999,South,Clothing,cash,43.41
1000,South,Sports,cash,273.15
1001,North,Grocery,credit_card,442.86
1002,East,Grocery,debit_card,153.85
1003,West,Electronics,credit_card,337.78
1004,West,Clothing,cash,310.71
1005,South,Electronics,cash,443.97
1006,West,Electronics,debit_card,135.73
1007,East,Electronics,cash,412.83
1008,East,Sports,debit_card,31.49
1009,South,Grocery,cash,50.35
1010,North,Clothing,cash,271.27
1011,North,Clothing,cash,318.46
1012,South,Sports,credit_card,110.73
1013,West,Electronics,cash,346.16
1014,North,Sports,cash,172.54
1015,North,Electronics,credit_card,97.22
1016,East,Electronics,cash,412.59
1017,East,Sports,debit_card,231.05
1018,West,Sports,debit_card,18.28
1019,North,Electronics,cash,362.94
1020,North,Electronics,cash,425.64
1021,East,Electronics,debit_card,395.58
1022,East,Electronics,debit_card,384.98
1023,West,Sports,debit_card,412.84
1024,North,Sports,credit_card,271.4
1025,South,Sports,cash,154.54
1026,South,Grocery,cash,444.62
1027,East,Electronics,cash,438.64
1028,South,Electronics,credit_card,12.46
1029,West,Electronics,debit_card,112.93
1030,East,Clothing,debit_card,453.76
1031,South,Clothing,credit_card,118.19
1032,East,Clothing,credit_card,98.87
1033,North,Sports,cash,279.34
1034,East,Electronics,debit_card,58.12
1035,West,Grocery,debit_card,72.83
1036,South,Electronics,debit_card,313.56
1037,South,Grocery,debit_card,230.82
1038,East,Clothing,cash,287.76
1039,East,Sports,credit_card,12.37
1040,South,Clothing,cash,372.51
1041,West,Grocery,debit_card,75.81
1042,East,Sports,debit_card,228.23
1043,East,Sports,cash,63.33
1044,North,Grocery,credit_card,446.74
1045,South,Grocery,cash,444.3
1046,North,Electronics,credit_card,426.3
1047,North,Sports,cash,114.25
1048,North,Grocery,cash,448.05
1049,West,Clothing,debit_card,202.32
1050,East,Clothing,debit_card,255.55
1051,North,Sports,debit_card,256.06
1052,South,Clothing,cash,78.78
1053,South,Clothing,cash,474.87
1054,South,Sports,debit_card,29.81
1055,West,Clothing,credit_card,139.53
1056,South,Electronics,cash,111.32
1057,East,Sports,debit_card,459.77
1058,North,Electronics,cash,168.79
1059,East,Grocery,cash,276.73
1060,South,Sports,cash,195.47
1061,North,Grocery,debit_card,486.61
1062,South,Sports,debit_card,410.45
1063,East,Sports,debit_card,444.71
1064,North,Clothing,debit_card,91.15
1065,North,Grocery,credit_card,83.62
1066,South,Grocery,cash,361.48
1067,North,Clothing,debit_card,407.47
1068,North,Sports,cash,244.62
1069,South,Clothing,cash,418.35
1070,North,Clothing,credit_card,72.66
1071,South,Clothing,cash,261.19
1072,South,Electronics,credit_card,136.55
1073,South,Sports,cash,484.93
1074,North,Grocery,credit_card,116.13
1075,West,Sports,credit_card,117.49
1076,West,Clothing,cash,412.02
1077,South,Grocery,credit_card,364.85
1078,East,Sports,cash,299.39
1079,South,Sports,debit_card,74.78
1080,North,Clothing,cash,431.2
1081,West,Clothing,cash,57.19
1082,West,Electronics,cash,256.63
1083,North,Electronics,debit_card,333.1
1084,North,Sports,cash,216.14
1085,North,Sports,credit_card,469.83
1086,West,Sports,debit_card,298.63
1087,North,Sports,credit_card,134.71
1088,South,Electronics,debit_card,303.16
1089,West,Grocery,credit_card,12.68
1090,North,Electronics,cash,13.53
1091,South,Grocery,debit_card,187.51
1092,South,Sports,cash,296.83
1093,East,Sports,cash,189.17
1094,East,Sports,credit_card,212.48
1095,West,Clothing,debit_card,283.96
1096,West,Grocery,debit_card,293.05
1097,West,Clothing,cash,68.35
1098,South,Sports,cash,475.13
1099,North,Clothing,cash,206.27
1100,East,Electronics,credit_card,200.66
1101,North,Electronics,credit_card,241.12
1102,West,Electronics,credit_card,138.92
1103,East,Electronics,cash,28.5
1104,West,Sports,cash,331.53
1105,East,Electronics,credit_card,323.74
1106,West,Electronics,credit_card,426.78
1107,East,Clothing,credit_card,394.14
1108,South,Clothing,cash,27.67
1109,South,Electronics,credit_card,52.55
1110,East,Sports,debit_card,338.13
1111,West,Clothing,cash,17.53
1112,North,Electronics,cash,149.4
1113,East,Grocery,debit_card,120.88
1114,South,Sports,debit_card,291.7
1115,East,Clothing,debit_card,258.06
1116,North,Grocery,debit_card,474.04
1117,East,Grocery,cash,226.96
1118,West,Sports,credit_card,381.16
1119,West,Sports,cash,432.39
1120,West,Electronics,debit_card,43.1
1121,South,Clothing,debit_card,212.09
1122,East,Electronics,cash,417.77
1123,South,Grocery,credit_card,205.48
1124,East,Electronics,cash,466.38
1125,West,Grocery,debit_card,117.1
1126,East,Clothing,cash,344.72
1127,South,Sports,cash,107.84
1128,South,Grocery,credit_card,122.31
1129,South,Grocery,credit_card,391.68
1130,North,Electronics,cash,478.33
1131,West,Electronics,cash,479.42
1132,West,Grocery,cash,164.55
1133,East,Sports,credit_card,492.35
1134,East,Sports,credit_card,377.58
1135,South,Electronics,cash,401.64
1136,West,Electronics,cash,180.17
1137,South,Sports,credit_card,352.14
1138,West,Grocery,cash,14.13
1139,South,Sports,cash,59.37
1140,East,Grocery,credit_card,278.8
1141,South,Grocery,debit_card,479.68
1142,East,Grocery,credit_card,254.4
1143,South,Sports,cash,378.58
1144,East,Sports,debit_card,230.86
1145,South,Clothing,credit_card,363.2
1146,South,Sports,debit_card,106.07
1147,South,Sports,credit_card,96.54
1148,West,Clothing,cash,263.33
1149,East,Sports,debit_card,132.98
1150,North,Sports,credit_card,348.37
1151,North,Clothing,debit_card,243.5
1152,North,Sports,cash,173.98
1153,East,Grocery,cash,283.17
1154,East,Grocery,credit_card,211.76
1155,East,Clothing,cash,292.19
1156,South,Grocery,debit_card,169.29
1157,West,Sports,credit_card,196.72
1158,East,Sports,cash,478.73
1159,South,Grocery,debit_card,319.32
1160,West,Electronics,credit_card,89.38
1161,South,Grocery,debit_card,329.98
1162,East,Sports,debit_card,444.97
1163,East,Sports,debit_card,91.99
1164,North,Clothing,cash,124.97
1165,East,Electronics,credit_card,91.79
1166,North,Electronics,credit_card,469.03
1167,West,Electronics,credit_card,387.76
1168,North,Electronics,debit_card,312.87
1169,North,Sports,debit_card,122.38
1170,East,Sports,cash,71.94
1171,South,Electronics,credit_card,335.14
1172,East,Sports,debit_card,487.74
1173,East,Sports,credit_card,485.08
1174,South,Sports,cash,376.97
1175,West,Grocery,debit_card,246.01
1176,South,Electronics,debit_card,160.86
1177,West,Grocery,credit_card,158.75
1178,North,Clothing,debit_card,150.51
1179,North,Sports,debit_card,156.81
1180,West,Grocery,cash,123.3
1181,North,Grocery,credit_card,211.75
1182,West,Sports,credit_card,90.0
1183,West,Sports,credit_card,138.86
1184,West,Clothing,cash,384.62
1185,East,Grocery,cash,374.03
1186,East,Sports,credit_card,428.21
1187,South,Clothing,debit_card,64.07
1188,West,Sports,debit_card,353.23
1189,West,Clothing,debit_card,19.5
1190,North,Electronics,credit_card,486.44
1191,East,Grocery,credit_card,360.45
1192,North,Clothing,credit_card,83.84
1193,West,Clothing,debit_card,215.92
1194,West,Grocery,debit_card,351.5
1195,North,Grocery,credit_card,423.34
1196,South,Electronics,debit_card,390.07
1197,North,Sports,credit_card,104.17
1198,East,Sports,credit_card,69.76
1199,South,Sports,debit_card,131.11
1200,North,Clothing,debit_card,370.31
1201,North,Clothing,debit_card,200.67
1202,East,Grocery,credit_card,318.29
1203,North,Electronics,debit_card,245.8
1204,East,Clothing,debit_card,444.88
1205,South,Electronics,credit_card,320.13
1206,East,Electronics,credit_card,399.25
1207,North,Sports,credit_card,14.38
1208,North,Sports,cash,302.14
1209,East,Electronics,credit_card,87.27
1210,North,Grocery,cash,39.43
1211,East,Clothing,cash,272.81
1212,North,Clothing,debit_card,124.01
1213,East,Sports,cash,104.55
1214,West,Grocery,cash,76.02
1215,North,Sports,cash,224.38
1216,East,Sports,credit_card,287.68
1217,East,Grocery,cash,239.51
1218,South,Electronics,cash,85.96
1219,East,Grocery,cash,189.89
1220,North,Sports,cash,100.91
1221,North,Grocery,cash,127.01
1222,North,Sports,credit_card,266.79
1223,West,Clothing,cash,148.73
1224,West,Grocery,credit_card,57.17
1225,North,Electronics,credit_card,97.53
1226,North,Clothing,credit_card,247.83
1227,North,Electronics,cash,324.46
1228,West,Sports,cash,315.75
1229,East,Electronics,debit_card,118.15
1230,North,Electronics,credit_card,331.32
1231,North,Sports,cash,39.74
1232,West,Grocery,cash,38.57
1233,East,Electronics,cash,44.49
1234,East,Electronics,credit_card,480.69
1235,North,Electronics,cash,123.2
1236,West,Clothing,credit_card,267.83
1237,South,Clothing,cash,377.11
1238,West,Electronics,cash,292.52
1239,West,Sports,credit_card,91.74
1240,South,Sports,cash,175.38
1241,South,Sports,debit_card,452.22
1242,East,Grocery,debit_card,384.45
1243,West,Grocery,cash,127.95
1244,South,Sports,cash,463.81
1245,East,Grocery,debit_card,229.27
1246,West,Electronics,cash,26.98
1247,East,Electronics,cash,76.19
1248,East,Electronics,debit_card,492.35
1249,South,Grocery,credit_card,388.05
1250,East,Clothing,credit_card,28.49
1251,East,Clothing,credit_card,139.84
1252,South,Clothing,debit_card,407.43
1253,North,Sports,cash,459.76
1254,North,Grocery,debit_card,94.72
1255,North,Grocery,credit_card,368.09
1256,West,Electronics,credit_card,461.72
1257,East,Grocery,debit_card,214.1
1258,North,Clothing,cash,329.86
1259,North,Sports,credit_card,159.34
1260,North,Grocery,cash,286.81
1261,East,Clothing,credit_card,34.75
1262,West,Sports,cash,291.87
1263,North,Clothing,debit_card,151.99
1264,West,Clothing,credit_card,174.72
1265,West,Electronics,cash,205.6
1266,North,Sports,cash,222.9
1267,South,Clothing,debit_card,284.06
1268,West,Sports,cash,289.95
1269,South,Clothing,credit_card,140.47
1270,West,Grocery,cash,462.83
1271,North,Electronics,cash,212.66
1272,East,Grocery,credit_card,167.16
1273,North,Grocery,credit_card,493.95
1274,West,Clothing,debit_card,31.99
1275,South,Clothing,cash,193.17
1276,North,Electronics,cash,36.72
1277,South,Grocery,credit_card,178.2
1278,North,Grocery,debit_card,240.88
1279,East,Clothing,cash,273.62
1280,South,Grocery,cash,246.68
1281,South,Electronics,debit_card,295.67
1282,North,Grocery,credit_card,39.45
1283,South,Grocery,credit_card,237.83
1284,North,Electronics,debit_card,333.58
1285,East,Electronics,credit_card,153.32
1286,West,Clothing,debit_card,259.18
1287,North,Grocery,debit_card,434.72
1288,North,Clothing,credit_card,255.32
1289,West,Electronics,credit_card,131.22
1290,East,Grocery,debit_card,202.77
1291,South,Electronics,debit_card,345.31
1292,East,Grocery,credit_card,498.04
1293,East,Electronics,cash,136.26
1294,West,Electronics,cash,475.07
1295,South,Clothing,debit_card,449.62
1296,South,Electronics,cash,197.28
1297,South,Sports,credit_card,290.72
1298,West,Grocery,cash,171.35
1299,South,Clothing,cash,77.9
1300,South,Clothing,debit_card,347.38
1301,South,Sports,credit_card,331.55
1302,South,Grocery,credit_card,283.1
1303,North,Clothing,debit_card,421.37
1304,South,Electronics,debit_card,441.26
1305,West,Sports,debit_card,227.07
1306,East,Clothing,credit_card,62.32
1307,South,Electronics,cash,312.3
1308,South,Clothing,credit_card,346.82
1309,East,Electronics,cash,392.11
1310,South,Sports,cash,328.29
1311,South,Sports,debit_card,242.18
1312,South,Clothing,credit_card,25.79
1313,North,Grocery,debit_card,119.05
1314,South,Clothing,credit_card,96.77
1315,West,Sports,cash,169.2
1316,West,Clothing,debit_card,208.38
1317,North,Sports,cash,163.32
1318,North,Electronics,debit_card,233.88
1319,North,Clothing,cash,273.56
1320,North,Sports,cash,384.93
1321,North,Clothing,debit_card,225.38
1322,East,Grocery,debit_card,91.58
1323,East,Electronics,cash,263.32
1324,South,Sports,cash,231.33
1325,North,Clothing,cash,469.54
1326,South,Sports,debit_card,168.5
1327,North,Clothing,debit_card,299.25
1328,South,Sports,credit_card,132.54
1329,South,Electronics,credit_card,65.94
1330,West,Grocery,credit_card,266.67
1331,West,Clothing,debit_card,279.67
1332,North,Clothing,debit_card,287.09
1333,South,Clothing,credit_card,97.64
1334,North,Sports,debit_card,161.66
1335,West,Grocery,cash,98.54
1336,South,Clothing,credit_card,315.05
1337,East,Electronics,debit_card,253.84
1338,West,Electronics,cash,442.52
1339,South,Clothing,cash,333.14
1340,West,Sports,debit_card,48.91
1341,North,Clothing,cash,146.28
1342,South,Electronics,credit_card,82.65
1343,East,Electronics,credit_card,428.38
1344,East,Grocery,credit_card,34.03
1345,West,Clothing,credit_card,339.32
1346,South,Sports,cash,293.69
1347,North,Electronics,debit_card,168.18
1348,West,Electronics,debit_card,423.22
1349,North,Grocery,debit_card,75.93
1350,East,Grocery,cash,212.74
1351,South,Clothing,cash,38.51
1352,North,Sports,cash,347.44
1353,East,Sports,cash,425.42
1354,East,Grocery,credit_card,311.0
1355,West,Sports,debit_card,405.91
1356,South,Grocery,credit_card,10.77
1357,North,Sports,cash,400.4
1358,South,Sports,debit_card,32.29
1359,East,Clothing,credit_card,323.9
1360,East,Grocery,credit_card,160.81
1361,East,Electronics,credit_card,346.06
1362,East,Sports,cash,288.77
1363,North,Clothing,credit_card,171.95
1364,East,Sports,debit_card,400.65
1365,South,Sports,credit_card,317.33
1366,East,Sports,debit_card,464.62
1367,North,Grocery,cash,365.23
1368,East,Electronics,credit_card,292.92
1369,East,Grocery,credit_card,485.11
1370,East,Electronics,debit_card,491.97
1371,South,Sports,credit_card,301.64
1372,East,Grocery,cash,25.5
1373,West,Electronics,debit_card,439.75
1374,East,Sports,debit_card,115.91
1375,East,Clothing,credit_card,193.37
1376,North,Clothing,credit_card,227.45
1377,North,Sports,cash,85.5
1378,East,Sports,cash,438.2
1379,East,Grocery,credit_card,387.05
1380,North,Clothing,credit_card,365.04
1381,West,Sports,cash,433.76
1382,North,Electronics,debit_card,466.85
1383,North,Grocery,debit_card,445.7
1384,North,Grocery,credit_card,293.0
1385,East,Clothing,debit_card,108.27
1386,East,Grocery,cash,166.38
1387,West,Electronics,debit_card,83.17
1388,East,Electronics,credit_card,479.57
1389,North,Clothing,cash,181.66
1390,East,Grocery,credit_card,472.21
1391,East,Clothing,credit_card,44.91
1392,East,Sports,credit_card,73.74
1393,West,Electronics,credit_card,197.96
1394,North,Sports,debit_card,97.7
1395,West,Grocery,debit_card,172.84
1396,South,Electronics,debit_card,288.22
1397,North,Sports,credit_card,233.24
1398,West,Sports,credit_card,474.25
1399,South,Grocery,debit_card,202.12
1400,East,Grocery,debit_card,248.88
1401,North,Sports,credit_card,182.21
1402,West,Clothing,debit_card,386.29
1403,South,Electronics,debit_card,410.6
1404,North,Grocery,cash,328.23
1405,East,Sports,debit_card,299.36
1406,South,Clothing,cash,87.92
1407,West,Sports,credit_card,176.95
1408,West,Sports,cash,395.79
1409,South,Clothing,cash,338.11
1410,West,Electronics,cash,302.08
1411,East,Electronics,debit_card,96.33
1412,West,Electronics,cash,63.28
1413,West,Grocery,debit_card,326.04
1414,North,Electronics,credit_card,410.35
1415,North,Clothing,cash,83.12
1416,East,Sports,cash,293.19
1417,South,Clothing,cash,439.94
1418,East,Grocery,debit_card,361.72
1419,East,Electronics,cash,13.98
1420,West,Clothing,debit_card,40.58
1421,North,Electronics,cash,284.41
1422,East,Electronics,debit_card,434.18
1423,South,Sports,cash,299.18
1424,East,Sports,debit_card,196.97
1425,South,Clothing,debit_card,78.14
1426,West,Grocery,debit_card,85.59
1427,South,Clothing,credit_card,45.16
1428,North,Clothing,cash,443.6
1429,West,Clothing,credit_card,77.24
1430,West,Sports,cash,306.17
1431,West,Clothing,debit_card,259.61
1432,West,Sports,debit_card,120.61
1433,West,Electronics,cash,254.1
1434,South,Grocery,debit_card,464.02
1435,East,Electronics,credit_card,288.39
1436,East,Electronics,cash,245.95
1437,North,Clothing,cash,368.33
1438,East,Sports,cash,48.33
1439,North,Clothing,debit_card,319.02
1440,North,Grocery,cash,35.86
1441,East,Electronics,debit_card,232.48
1442,West,Grocery,debit_card,182.93
1443,East,Grocery,credit_card,27.31
1444,East,Grocery,credit_card,318.36
1445,South,Electronics,cash,495.28
1446,North,Grocery,debit_card,50.43
1447,North,Grocery,debit_card,74.94
1448,East,Grocery,debit_card,16.96
1449,North,Clothing,cash,372.09
1450,West,Grocery,credit_card,138.01
1451,South,Sports,credit_card,401.69
1452,North,Grocery,credit_card,484.0
1453,South,Sports,debit_card,387.48
1454,South,Sports,cash,322.41
1455,South,Grocery,credit_card,324.71
1456,North,Electronics,credit_card,237.37
1457,West,Grocery,debit_card,375.61
1458,South,Sports,cash,355.75
1459,West,Grocery,credit_card,269.92
1460,West,Electronics,debit_card,464.34
1461,West,Sports,cash,164.69
1462,North,Electronics,cash,322.34
1463,West,Grocery,debit_card,142.46
1464,North,Grocery,cash,296.25
1465,West,Clothing,cash,339.23
1466,South,Grocery,cash,348.24
1467,South,Grocery,cash,15.18
1468,North,Electronics,credit_card,211.51
1469,North,Sports,debit_card,117.51
1470,East,Grocery,credit_card,26.68
1471,North,Electronics,cash,331.74
1472,South,Electronics,cash,479.32
1473,North,Clothing,debit_card,331.63
1474,South,Electronics,cash,100.29
1475,East,Sports,cash,468.73
1476,West,Grocery,debit_card,349.19
1477,East,Grocery,credit_card,392.56
1478,East,Electronics,debit_card,200.41
1479,North,Grocery,debit_card,97.19
1480,North,Sports,credit_card,309.05
1481,South,Sports,credit_card,80.5
1482,West,Clothing,cash,325.24
1483,West,Grocery,credit_card,27.08
1484,North,Grocery,debit_card,19.19
1485,West,Clothing,cash,323.76
1486,North,Sports,debit_card,84.29
1487,East,Sports,cash,11.81
1488,West,Sports,debit_card,207.92
1489,North,Clothing,credit_card,198.37
1490,West,Electronics,cash,272.3
1491,East,Grocery,cash,158.39
1492,North,Electronics,debit_card,271.97
1493,East,Electronics,debit_card,382.62
1494,East,Clothing,credit_card,281.69
1495,West,Clothing,debit_card,350.98
1496,North,Grocery,debit_card,51.58
1497,West,Clothing,credit_card,27.49
1498,North,Clothing,debit_card,200.5
1499,East,Sports,cash,482.83
1500,West,Electronics,credit_card,176.25
1501,East,Electronics,debit_card,67.91
1502,West,Clothing,cash,293.88
1503,North,Electronics,cash,79.38
1504,North,Sports,cash,32.44
1505,South,Electronics,credit_card,320.0
1506,East,Electronics,debit_card,309.5
1507,North,Electronics,credit_card,253.6
1508,South,Electronics,credit_card,218.84
1509,West,Grocery,credit_card,488.17
1510,South,Grocery,credit_card,384.47
1511,South,Grocery,credit_card,69.17
1512,South,Sports,credit_card,351.18
1513,South,Sports,credit_card,463.58
1514,North,Clothing,credit_card,397.62
1515,West,Clothing,credit_card,441.02
1516,North,Electronics,credit_card,97.91
1517,North,Grocery,debit_card,349.82
1518,West,Clothing,credit_card,80.11
1519,East,Sports,debit_card,127.23
1520,South,Electronics,cash,98.2
1521,West,Electronics,cash,414.98
1522,East,Grocery,debit_card,12.24
1523,South,Clothing,credit_card,493.44
1524,North,Grocery,cash,258.69
1525,West,Clothing,debit_card,36.0
1526,North,Clothing,cash,423.45
1527,West,Sports,credit_card,88.28
1528,North,Electronics,cash,188.45
1529,South,Sports,debit_card,173.8
1530,West,Electronics,credit_card,372.8
1531,South,Clothing,credit_card,247.68
1532,North,Electronics,credit_card,363.49
1533,East,Sports,credit_card,376.07
1534,East,Clothing,credit_card,169.8
1535,North,Clothing,cash,212.17
1536,South,Sports,credit_card,46.03
1537,West,Electronics,debit_card,81.02
1538,West,Clothing,debit_card,193.01
1539,West,Clothing,cash,185.71
1540,East,Clothing,debit_card,72.33
1541,North,Grocery,credit_card,64.44
1542,West,Sports,debit_card,93.89
1543,East,Clothing,debit_card,305.78
1544,South,Clothing,credit_card,211.73
1545,West,Clothing,cash,242.01
1546,West,Grocery,credit_card,367.71
1547,South,Clothing,debit_card,222.78
1548,South,Clothing,cash,450.14
1549,West,Electronics,credit_card,495.72
1550,North,Sports,cash,203.22
1551,North,Sports,debit_card,127.85
1552,North,Sports,credit_card,75.03
1553,East,Clothing,cash,499.49
1554,North,Sports,cash,159.37
1555,West,Electronics,debit_card,237.24
1556,South,Sports,credit_card,397.03
1557,East,Sports,cash,320.37
1558,North,Sports,cash,173.12
1559,North,Grocery,debit_card,378.92
1560,South,Electronics,cash,441.62
1561,North,Grocery,credit_card,64.37
1562,East,Sports,cash,30.03
1563,East,Clothing,cash,283.81
1564,North,Clothing,credit_card,490.81
1565,South,Electronics,cash,244.46
1566,South,Clothing,debit_card,182.83
1567,East,Sports,debit_card,36.69
1568,East,Grocery,debit_card,248.25
1569,North,Sports,cash,270.63
1570,East,Sports,cash,190.39
1571,North,Clothing,debit_card,52.78
1572,West,Clothing,debit_card,479.55
1573,North,Electronics,credit_card,145.21
1574,South,Sports,credit_card,438.75
1575,North,Grocery,debit_card,485.09
1576,South,Sports,debit_card,215.86
1577,North,Grocery,credit_card,40.85
1578,South,Grocery,debit_card,293.57
1579,East,Sports,cash,336.27
1580,West,Sports,debit_card,287.95
1581,East,Clothing,debit_card,121.12
1582,East,Grocery,credit_card,82.69
1583,East,Sports,credit_card,313.13
1584,South,Grocery,credit_card,486.87
1585,South,Clothing,credit_card,67.29
1586,East,Clothing,debit_card,137.6
1587,South,Clothing,cash,356.5
1588,East,Grocery,credit_card,192.73
1589,South,Grocery,credit_card,461.01
1590,West,Sports,credit_card,474.42
1591,East,Clothing,credit_card,485.37
1592,East,Grocery,debit_card,449.03
1593,South,Sports,debit_card,347.68
1594,West,Electronics,credit_card,342.22
1595,North,Grocery,credit_card,206.8
1596,South,Sports,debit_card,55.32
1597,North,Clothing,cash,267.95
1598,East,Clothing,credit_card,50.96
1599,West,Electronics,cash,203.27
1600,West,Grocery,cash,306.49
1601,North,Grocery,debit_card,82.49
1602,West,Grocery,debit_card,192.69
